"vp";"nodd";"rfpbase";"audiofreq";"N";"p";"RT"
"S16";"3";"1,5";"2400";"16";"0,500000000000000";"1,203441619873047"
"S16";"5";"0,5";"2000";"16";"0,500000000000000";"1,195173934102058"
"S16";"5";"0,5";"2200";"16";"0,562500000000000";"1,294742494821548"
"S16";"5";"0,5";"2400";"16";"0,500000000000000";"1,097687572240829"
"S16";"5";"1,5";"2000";"16";"0,500000000000000";"1,245737016201019"
"S16";"5";"1,5";"2200";"16";"0,500000000000000";"1,180482670664787"
"S16";"5";"1,5";"2400";"16";"0,500000000000000";"1,103425905108452"
"S16";"7";"0,5";"2000";"16";"0,500000000000000";"1,119857415556908"
"S16";"7";"0,5";"2200";"16";"0,500000000000000";"1,168422728776932"
"S16";"7";"0,5";"2400";"16";"0,500000000000000";"1,530233830213547"
"S16";"7";"1,5";"2000";"16";"0,500000000000000";"1,113047942519188"
"S16";"7";"1,5";"2200";"16";"0,500000000000000";"1,338407754898071"
"S16";"7";"1,5";"2400";"16";"0,500000000000000";"1,165191158652306"
"S16";"9";"0,5";"2000";"16";"0,500000000000000";"1,370390459895134"
"S16";"9";"0,5";"2200";"16";"0,562500000000000";"1,179723501205444"
"S16";"9";"0,5";"2400";"16";"0,500000000000000";"1,149766758084297"
"S16";"9";"1,5";"2000";"16";"0,500000000000000";"1,473049223423004"
"S16";"9";"1,5";"2200";"16";"0,562500000000000";"1,227894619107246"
"S16";"9";"1,5";"2400";"16";"0,500000000000000";"1,233644559979439"
"S16";"11";"0,5";"2000";"16";"0,500000000000000";"1,106187105178833"
"S16";"11";"0,5";"2200";"16";"0,500000000000000";"1,199809014797211"
"S16";"11";"0,5";"2400";"16";"0,500000000000000";"1,116779699921608"
"S16";"11";"1,5";"2000";"16";"0,500000000000000";"1,223147779703140"
"S16";"11";"1,5";"2200";"16";"0,500000000000000";"1,286704003810883"
"S16";"11";"1,5";"2400";"16";"0,562500000000000";"1,551066145300865"
"S17";"1";"0,5";"2000";"16";"0,250000000000000";"1,374944165349007"
"S17";"1";"0,5";"2200";"16";"0,250000000000000";"1,291672259569168"
"S17";"1";"0,5";"2400";"16";"0,375000000000000";"1,178137138485909"
"S17";"1";"1,5";"2000";"16";"0,875000000000000";"1,764764636754990"
"S17";"1";"1,5";"2200";"16";"0,687500000000000";"1,255235105752945"
"S17";"1";"1,5";"2400";"16";"0,750000000000000";"1,142198383808136"
"S17";"3";"0,5";"2000";"16";"0,312500000000000";"1,185503557324409"
"S17";"3";"0,5";"2200";"16";"0,187500000000000";"1,393263906240463"
"S17";"3";"0,5";"2400";"16";"0,250000000000000";"1,897456184029579"
"S17";"3";"1,5";"2000";"16";"0,812500000000000";"1,267294004559517"
"S17";"3";"1,5";"2200";"16";"0,687500000000000";"1,558342054486275"
"S17";"3";"1,5";"2400";"16";"0,687500000000000";"1,297697514295578"
"S17";"5";"0,5";"2000";"16";"0,250000000000000";"1,233305379748344"
"S17";"5";"0,5";"2200";"16";"0,562500000000000";"0,993188396096230"
"S17";"5";"0,5";"2400";"16";"0,187500000000000";"1,299808993935585"
"S17";"5";"1,5";"2000";"16";"0,812500000000000";"1,200175181031227"
"S17";"5";"1,5";"2200";"16";"0,687500000000000";"1,463660016655922"
"S17";"5";"1,5";"2400";"16";"0,687500000000000";"0,991742610931396"
"S17";"7";"0,5";"2000";"16";"0,250000000000000";"1,345421478152275"
"S17";"7";"0,5";"2200";"16";"0,437500000000000";"1,121253386139870"
"S17";"7";"0,5";"2400";"16";"0,250000000000000";"1,085150316357613"
"S17";"7";"1,5";"2000";"16";"0,875000000000000";"1,197766274213791"
"S17";"7";"1,5";"2200";"16";"0,750000000000000";"1,137927547097206"
"S17";"7";"1,5";"2400";"16";"0,750000000000000";"1,357032552361488"
"S17";"9";"0,5";"2000";"16";"0,187500000000000";"1,240764558315277"
"S17";"9";"0,5";"2200";"16";"0,375000000000000";"1,337090194225311"
"S17";"9";"0,5";"2400";"16";"0,187500000000000";"1,457845658063889"
"S17";"9";"1,5";"2000";"16";"0,812500000000000";"1,340592890977859"
"S17";"9";"1,5";"2200";"16";"0,750000000000000";"1,537853732705116"
"S17";"9";"1,5";"2400";"16";"0,750000000000000";"1,326025307178497"
"S17";"11";"0,5";"2000";"16";"0,312500000000000";"1,063604027032852"
"S17";"11";"0,5";"2200";"16";"0,500000000000000";"1,240482270717621"
"S17";"11";"0,5";"2400";"16";"0,312500000000000";"1,406467899680138"
"S17";"11";"1,5";"2000";"16";"0,875000000000000";"1,432030767202377"
"S17";"11";"1,5";"2200";"16";"0,812500000000000";"1,445208668708801"
"S17";"11";"1,5";"2400";"16";"0,750000000000000";"1,449988052248955"
"S18";"1";"0,5";"2000";"16";"0,187500000000000";"1,209068536758423"
"S18";"1";"0,5";"2200";"16";"0,062500000000000";"1,187879770994186"
"S18";"1";"0,5";"2400";"16";"0,625000000000000";"1,558128237724304"
"S18";"1";"1,5";"2000";"16";"0,937500000000000";"1,071410104632378"
"S18";"1";"1,5";"2200";"16";"0,812500000000000";"1,404209062457085"
"S18";"1";"1,5";"2400";"16";"0,687500000000000";"1,332787066698074"
"S18";"3";"0,5";"2000";"16";"0,125000000000000";"1,193638071417809"
"S18";"3";"0,5";"2200";"16";"0,375000000000000";"1,358104676008224"
"S18";"3";"0,5";"2400";"16";"0,250000000000000";"1,180713161826134"
"S18";"3";"1,5";"2000";"16";"1,000000000000000";"1,239648804068565"
"S18";"3";"1,5";"2200";"16";"0,812500000000000";"1,421063780784607"
"S18";"3";"1,5";"2400";"16";"0,875000000000000";"1,340015694499016"
"S18";"5";"0,5";"2000";"16";"0,062500000000000";"1,295138761401176"
"S18";"5";"0,5";"2200";"16";"0,375000000000000";"1,899669319391251"
"S18";"5";"0,5";"2400";"16";"0,062500000000000";"1,090612649917603"
"S18";"5";"1,5";"2000";"16";"0,937500000000000";"1,338159590959549"
"S18";"5";"1,5";"2200";"16";"0,687500000000000";"1,179834991693497"
"S18";"5";"1,5";"2400";"16";"0,812500000000000";"1,417556479573250"
"S18";"7";"0,5";"2000";"16";"0,187500000000000";"1,607547953724861"
"S18";"7";"0,5";"2200";"16";"0,187500000000000";"1,181415885686874"
"S18";"7";"0,5";"2400";"16";"0,312500000000000";"1,295400455594063"
"S18";"7";"1,5";"2000";"16";"0,812500000000000";"1,295285612344742"
"S18";"7";"1,5";"2200";"16";"0,875000000000000";"1,358282938599586"
"S18";"7";"1,5";"2400";"16";"0,937500000000000";"1,561646386981010"
"S18";"9";"0,5";"2000";"16";"0,187500000000000";"1,545362755656242"
"S18";"9";"0,5";"2200";"16";"0,250000000000000";"1,296876147389412"
"S18";"9";"0,5";"2400";"16";"0,437500000000000";"1,432046964764595"
"S18";"9";"1,5";"2000";"16";"0,875000000000000";"1,264970287680626"
"S18";"9";"1,5";"2200";"16";"0,750000000000000";"1,376059189438820"
"S18";"9";"1,5";"2400";"16";"0,687500000000000";"1,195480599999428"
"S18";"11";"0,5";"2000";"16";"0,375000000000000";"1,337171658873558"
"S18";"11";"0,5";"2200";"16";"0,437500000000000";"1,247632324695587"
"S18";"11";"0,5";"2400";"16";"0,437500000000000";"1,151528567075729"
"S18";"11";"1,5";"2000";"16";"0,875000000000000";"1,258125796914101"
"S18";"11";"1,5";"2200";"16";"0,875000000000000";"1,373692989349365"
"S18";"11";"1,5";"2400";"16";"0,812500000000000";"1,317095056176186"
"S19";"1";"0,5";"2000";"19";"0,578947368421053";"1,315451521622507"
"S19";"1";"0,5";"2200";"15";"0,333333333333333";"1,501909526189168"
"S19";"1";"0,5";"2400";"17";"0,470588235294118";"1,252619210411521"
"S19";"1";"1,5";"2000";"15";"0,600000000000000";"1,408799807230632"
"S19";"1";"1,5";"2200";"14";"0,928571428571429";"1,137280821800232"
"S19";"1";"1,5";"2400";"17";"0,823529411764706";"1,150923658819760"
"S19";"3";"0,5";"2000";"17";"0,470588235294118";"1,076104079975801"
"S19";"3";"0,5";"2200";"16";"0,437500000000000";"1,229183614253998"
"S19";"3";"0,5";"2400";"15";"0,333333333333333";"1,283827018737793"
"S19";"3";"1,5";"2000";"16";"0,750000000000000";"1,295937299728394"
"S19";"3";"1,5";"2200";"14";"0,500000000000000";"1,209031854357038"
"S19";"3";"1,5";"2400";"17";"0,647058823529412";"1,055478586870081"
"S19";"5";"0,5";"2000";"17";"0,294117647058824";"1,122340398676255"
"S19";"5";"0,5";"2200";"14";"0,357142857142857";"1,203365887914385"
"S19";"5";"0,5";"2400";"17";"0,411764705882353";"1,189359931384816"
"S19";"5";"1,5";"2000";"15";"0,733333333333333";"1,061336962381999"
"S19";"5";"1,5";"2200";"17";"0,529411764705882";"1,101751425687004"
"S19";"5";"1,5";"2400";"16";"0,812500000000000";"1,390403538942337"
"S19";"7";"0,5";"2000";"18";"0,666666666666667";"1,401060197088454"
"S19";"7";"0,5";"2200";"15";"0,466666666666667";"1,277700567245483"
"S19";"7";"0,5";"2400";"13";"0,461538461538462";"1,060109707025381"
"S19";"7";"1,5";"2000";"17";"0,764705882352941";"1,565028891843908"
"S19";"7";"1,5";"2200";"17";"0,647058823529412";"1,419815933003145"
"S19";"7";"1,5";"2400";"13";"0,769230769230769";"1,385734613125141"
"S19";"9";"0,5";"2000";"18";"0,222222222222222";"1,355572779973348"
"S19";"9";"0,5";"2200";"15";"0,333333333333333";"1,168057425816854"
"S19";"9";"0,5";"2400";"15";"0,466666666666667";"1,106679757436116"
"S19";"9";"1,5";"2000";"17";"0,705882352941177";"1,429513201994054"
"S19";"9";"1,5";"2200";"19";"0,631578947368421";"1,320883462303563"
"S19";"9";"1,5";"2400";"14";"0,571428571428571";"1,555392333439418"
"S19";"11";"0,5";"2000";"18";"0,500000000000000";"1,127728846338060"
"S19";"11";"0,5";"2200";"14";"0,500000000000000";"1,326982242720468"
"S19";"11";"0,5";"2400";"15";"0,333333333333333";"1,188386710484823"
"S19";"11";"1,5";"2000";"16";"0,750000000000000";"1,118773370981216"
"S19";"11";"1,5";"2200";"17";"0,470588235294118";"1,105710632660810"
"S19";"11";"1,5";"2400";"17";"0,588235294117647";"1,165365639854880"
"S20";"1";"0,5";"2000";"16";"0,250000000000000";"1,791867285966873"
"S20";"1";"0,5";"2200";"16";"0,312500000000000";"1,560130462050438"
"S20";"1";"0,5";"2400";"16";"0,312500000000000";"1,186025798320770"
"S20";"1";"1,5";"2000";"16";"0,937500000000000";"1,759081244468689"
"S20";"1";"1,5";"2200";"16";"0,812500000000000";"1,144390016794205"
"S20";"1";"1,5";"2400";"16";"0,875000000000000";"1,237584367394447"
"S20";"3";"0,5";"2000";"16";"0,437500000000000";"1,203370437026024"
"S20";"3";"0,5";"2200";"16";"0,500000000000000";"1,484422996640205"
"S20";"3";"0,5";"2400";"16";"0,187500000000000";"1,092174217104912"
"S20";"3";"1,5";"2000";"16";"0,875000000000000";"1,311873033642769"
"S20";"3";"1,5";"2200";"16";"0,750000000000000";"1,557950496673584"
"S20";"3";"1,5";"2400";"16";"0,937500000000000";"1,403052598237991"
"S20";"5";"0,5";"2000";"16";"0,312500000000000";"2,004468902945518"
"S20";"5";"0,5";"2200";"16";"0,187500000000000";"1,616370558738708"
"S20";"5";"0,5";"2400";"16";"0,250000000000000";"2,012979850172997"
"S20";"5";"1,5";"2000";"16";"0,937500000000000";"1,381301864981651"
"S20";"5";"1,5";"2200";"16";"0,687500000000000";"1,960867047309875"
"S20";"5";"1,5";"2400";"16";"0,937500000000000";"1,789898172020912"
"S20";"7";"0,5";"2000";"16";"0,250000000000000";"1,827476441860199"
"S20";"7";"0,5";"2200";"16";"0,125000000000000";"1,198168024420738"
"S20";"7";"0,5";"2400";"16";"0,312500000000000";"1,324091181159019"
"S20";"7";"1,5";"2000";"16";"0,875000000000000";"1,156043902039528"
"S20";"7";"1,5";"2200";"16";"1,000000000000000";"1,702509194612503"
"S20";"7";"1,5";"2400";"16";"0,937500000000000";"1,361371442675591"
"S20";"9";"0,5";"2000";"16";"0,375000000000000";"1,314816907048225"
"S20";"9";"0,5";"2200";"16";"0,250000000000000";"1,532516762614250"
"S20";"9";"0,5";"2400";"16";"0,312500000000000";"1,363125637173653"
"S20";"9";"1,5";"2000";"16";"0,812500000000000";"1,088647857308388"
"S20";"9";"1,5";"2200";"16";"0,875000000000000";"1,744064450263977"
"S20";"9";"1,5";"2400";"16";"0,812500000000000";"1,378716826438904"
"S20";"11";"0,5";"2000";"16";"0,375000000000000";"1,489034920930862"
"S20";"11";"0,5";"2200";"16";"0,187500000000000";"1,728415012359619"
"S20";"11";"0,5";"2400";"16";"0,125000000000000";"1,953593239188194"
"S20";"11";"1,5";"2000";"16";"1,000000000000000";"1,218784645199776"
"S20";"11";"1,5";"2200";"16";"0,875000000000000";"1,046608597040176"
"S20";"11";"1,5";"2400";"16";"1,000000000000000";"1,244521051645279"
"S21";"1";"0,5";"2000";"16";"0,187500000000000";"1,358270898461342"
"S21";"1";"0,5";"2200";"16";"0,500000000000000";"1,459658816456795"
"S21";"1";"0,5";"2400";"16";"0,187500000000000";"1,422442525625229"
"S21";"1";"1,5";"2000";"16";"0,875000000000000";"1,309817224740982"
"S21";"1";"1,5";"2200";"16";"1,000000000000000";"1,239800199866295"
"S21";"1";"1,5";"2400";"16";"1,000000000000000";"1,508082270622253"
"S21";"3";"0,5";"2000";"16";"0,000000000000000";"1,303031608462334"
"S21";"3";"0,5";"2200";"16";"0,187500000000000";"1,328250616788864"
"S21";"3";"0,5";"2400";"16";"0,375000000000000";"1,171185299754143"
"S21";"3";"1,5";"2000";"16";"1,000000000000000";"1,185693383216858"
"S21";"3";"1,5";"2200";"16";"1,000000000000000";"1,236623466014862"
"S21";"3";"1,5";"2400";"16";"0,937500000000000";"1,545965045690536"
"S21";"5";"0,5";"2000";"16";"0,250000000000000";"1,405490621924400"
"S21";"5";"0,5";"2200";"16";"0,062500000000000";"1,431364238262177"
"S21";"5";"0,5";"2400";"16";"0,312500000000000";"1,434048101305962"
"S21";"5";"1,5";"2000";"16";"0,937500000000000";"1,322599753737450"
"S21";"5";"1,5";"2200";"16";"0,937500000000000";"1,236268296837807"
"S21";"5";"1,5";"2400";"16";"0,937500000000000";"1,325632676482201"
"S21";"7";"0,5";"2000";"16";"0,375000000000000";"1,503163874149323"
"S21";"7";"0,5";"2200";"16";"0,187500000000000";"1,269123330712318"
"S21";"7";"0,5";"2400";"16";"0,125000000000000";"1,517563402652740"
"S21";"7";"1,5";"2000";"16";"1,000000000000000";"1,241368204355240"
"S21";"7";"1,5";"2200";"16";"0,937500000000000";"1,274138689041138"
"S21";"7";"1,5";"2400";"16";"0,937500000000000";"1,430448710918427"
"S21";"9";"0,5";"2000";"16";"0,187500000000000";"1,199231117963791"
"S21";"9";"0,5";"2200";"16";"0,312500000000000";"1,512263670563698"
"S21";"9";"0,5";"2400";"16";"0,187500000000000";"1,430476441979408"
"S21";"9";"1,5";"2000";"16";"1,000000000000000";"1,405737295746803"
"S21";"9";"1,5";"2200";"16";"0,937500000000000";"1,477053910493851"
"S21";"9";"1,5";"2400";"16";"0,937500000000000";"1,359226927161217"
"S21";"11";"0,5";"2000";"16";"0,000000000000000";"1,345634773373604"
"S21";"11";"0,5";"2200";"16";"0,187500000000000";"1,313412502408028"
"S21";"11";"0,5";"2400";"16";"0,125000000000000";"1,508355796337128"
"S21";"11";"1,5";"2000";"16";"0,937500000000000";"1,372540488839149"
"S21";"11";"1,5";"2200";"16";"1,000000000000000";"1,212685465812683"
"S21";"11";"1,5";"2400";"16";"1,000000000000000";"1,127013325691223"
"S22";"1";"0,5";"2000";"16";"0,187500000000000";"1,490924984216690"
"S22";"1";"0,5";"2200";"16";"0,187500000000000";"1,922266036272049"
"S22";"1";"0,5";"2400";"16";"0,125000000000000";"1,421462625265121"
"S22";"1";"1,5";"2000";"16";"0,750000000000000";"2,049253731966019"
"S22";"1";"1,5";"2200";"16";"0,625000000000000";"1,611040025949478"
"S22";"1";"1,5";"2400";"16";"0,812500000000000";"1,579371854662895"
"S22";"3";"0,5";"2000";"16";"0,250000000000000";"1,823944061994553"
"S22";"3";"0,5";"2200";"16";"0,125000000000000";"1,845897957682610"
"S22";"3";"0,5";"2400";"16";"0,250000000000000";"2,074605897068977"
"S22";"3";"1,5";"2000";"16";"0,750000000000000";"1,482973888516426"
"S22";"3";"1,5";"2200";"16";"0,625000000000000";"1,736035227775574"
"S22";"3";"1,5";"2400";"16";"0,562500000000000";"2,088280409574509"
"S22";"5";"0,5";"2000";"16";"0,125000000000000";"2,019051983952522"
"S22";"5";"0,5";"2200";"16";"0,250000000000000";"1,515953242778778"
"S22";"5";"0,5";"2400";"16";"0,125000000000000";"2,070282995700836"
"S22";"5";"1,5";"2000";"16";"0,625000000000000";"1,837754338979721"
"S22";"5";"1,5";"2200";"16";"0,625000000000000";"1,684551045298576"
"S22";"5";"1,5";"2400";"16";"0,687500000000000";"1,454605311155319"
"S22";"7";"0,5";"2000";"16";"0,250000000000000";"1,947965800762177"
"S22";"7";"0,5";"2200";"16";"0,125000000000000";"1,463969975709915"
"S22";"7";"0,5";"2400";"16";"0,125000000000000";"1,098406180739403"
"S22";"7";"1,5";"2000";"16";"0,625000000000000";"1,684332981705666"
"S22";"7";"1,5";"2200";"16";"0,625000000000000";"1,290815860033035"
"S22";"7";"1,5";"2400";"16";"0,437500000000000";"1,552283763885498"
"S22";"9";"0,5";"2000";"16";"0,125000000000000";"2,442661121487617"
"S22";"9";"0,5";"2200";"16";"0,125000000000000";"1,217298820614815"
"S22";"9";"0,5";"2400";"16";"0,125000000000000";"1,741252377629280"
"S22";"9";"1,5";"2000";"16";"0,625000000000000";"2,123669862747192"
"S22";"9";"1,5";"2200";"16";"0,750000000000000";"2,164486855268478"
"S22";"9";"1,5";"2400";"16";"0,562500000000000";"1,336383640766144"
"S22";"11";"0,5";"2000";"16";"0,375000000000000";"1,749282687902451"
"S22";"11";"0,5";"2200";"16";"0,250000000000000";"1,531501069664955"
"S22";"11";"0,5";"2400";"16";"0,125000000000000";"1,706299051642418"
"S22";"11";"1,5";"2000";"16";"0,625000000000000";"1,628847390413284"
"S22";"11";"1,5";"2200";"16";"0,625000000000000";"1,649083495140076"
"S22";"11";"1,5";"2400";"16";"0,687500000000000";"1,638487964868546"
